Open,High,Low,Close,Date
97.09622192382812,100.17506408691406,97.09622192382812,99.72450256347656,1999-12-31
99.72450256347656,100.40034484863281,96.57056427001953,97.24640655517578,2000-01-03
97.24640655517578,98.29772186279297,96.49546813964844,97.69696807861328,2000-01-04
97.69696807861328,103.92974853515625,97.32150268554688,103.3290023803711,2000-01-05
103.3290023803711,103.7795639038086,101.9022216796875,101.97731018066406,2000-01-06
101.97731018066406,104.38031005859375,101.60184478759766,101.67694091796875,2000-01-07
101.67694091796875,104.83087158203125,101.3765640258789,101.3765640258789,2000-01-10
101.3765640258789,101.52674865722656,98.52300262451172,100.77581024169922,2000-01-11
100.77581024169922,100.77581024169922,99.42412567138672,99.87468719482422,2000-01-12
99.87468719482422,99.94978332519531,97.69696807861328,98.07244110107422,2000-01-13
98.07244110107422,98.07244110107422,95.2188720703125,96.12000274658203,2000-01-14
96.12000274658203,96.87094116210938,93.64190673828125,93.71700286865234,2000-01-18
93.71700286865234,94.91850280761719,93.26644134521484,93.8671875,2000-01-19
91.38909149169922,91.38909149169922,87.10874938964844,88.31024932861328,2000-01-20
88.46044158935547,92.5155029296875,88.46044158935547,90.56306457519531,2000-01-21
90.56306457519531,91.76456451416016,87.40912628173828,88.23515319824219,2000-01-24
88.23515319824219,89.36156463623047,86.28272247314453,86.88346862792969,2000-01-25
86.88346862792969,87.40912628173828,85.08122253417969,85.53178405761719,2000-01-26
85.53178405761719,86.73328399658203,84.25518798828125,84.70574951171875,2000-01-27
84.70574951171875,86.65818786621094,83.1287841796875,83.5042495727539,2000-01-28
83.5042495727539,85.15631103515625,83.20387268066406,83.72953033447266,2000-01-31
84.48046875,87.48422241210938,84.48046875,86.65818786621094,2000-02-01
86.65818786621094,90.78834533691406,85.98234558105469,89.58684539794922,2000-02-02
89.58684539794922,89.58684539794922,85.75706481933594,86.8083724975586,2000-02-03
86.8083724975586,87.10874938964844,83.80462646484375,84.70574951171875,2000-02-04
84.70574951171875,85.08122253417969,81.85218811035156,81.85218811035156,2000-02-07
81.85218811035156,82.97859191894531,79.14881134033203,79.22390747070312,2000-02-08
79.22390747070312,80.20012664794922,77.4216537475586,77.64693450927734,2000-02-09
77.72203063964844,81.17634582519531,77.72203063964844,78.69824981689453,2000-02-10
79.67446899414062,82.6031265258789,79.67446899414062,81.32653045654297,2000-02-11
81.92728424072266,87.10874938964844,81.92728424072266,86.8083724975586,2000-02-14
86.8083724975586,89.13628387451172,86.28272247314453,88.76081085205078,2000-02-15
88.76081085205078,90.63815307617188,87.93478393554688,88.61062622070312,2000-02-16
88.91100311279297,93.04115295410156,88.91100311279297,92.4404067993164,2000-02-17
92.4404067993164,92.5155029296875,90.26268768310547,90.26268768310547,2000-02-18
89.73703002929688,89.73703002929688,86.50800323486328,87.10874938964844,2000-02-22
87.10874938964844,87.85968780517578,85.4566879272461,85.4566879272461,2000-02-23
85.4566879272461,87.10874938964844,83.579345703125,83.72953033447266,2000-02-24
83.72953033447266,85.08122253417969,82.97859191894531,84.33028411865234,2000-02-25
84.33028411865234,89.36156463623047,83.1287841796875,85.381591796875,2000-02-28
85.30650329589844,85.30650329589844,81.32653045654297,82.30274963378906,2000-02-29
82.30274963378906,85.08122253417969,79.44918823242188,83.80462646484375,2000-03-01
83.1287841796875,83.1287841796875,79.59937286376953,80.27522277832031,2000-03-02
80.27522277832031,83.42915344238281,78.99862670898438,81.62690734863281,2000-03-03
81.62690734863281,82.30274963378906,79.29900360107422,80.20012664794922,2000-03-06
80.20012664794922,81.10124969482422,77.64693450927734,78.02240753173828,2000-03-07
78.02240753173828,82.1525650024414,77.19637298583984,80.95106506347656,2000-03-08
80.95106506347656,81.7020034790039,78.69824981689453,81.32653045654297,2000-03-09
81.32653045654297,82.45293426513672,79.67446899414062,80.50050354003906,2000-03-10
80.50050354003906,83.1287841796875,78.77334594726562,81.77709197998047,2000-03-13
79.29900360107422,79.29900360107422,73.06621551513672,73.59187316894531,2000-03-14
74.192626953125,77.72203063964844,74.192626953125,76.9710922241211,2000-03-15
77.64693450927734,83.20387268066406,77.64693450927734,82.82840728759766,2000-03-16
81.7020034790039,81.7020034790039,77.4216537475586,77.72203063964844,2000-03-17
78.02240753173828,80.27522277832031,78.02240753173828,78.77334594726562,2000-03-20
78.77334594726562,82.6031265258789,77.94731140136719,82.07746887207031,2000-03-21
81.77709197998047,81.77709197998047,79.59937286376953,80.35031127929688,2000-03-22
80.35031127929688,84.9310302734375,80.20012664794922,83.5042495727539,2000-03-23
83.72953033447266,86.95856475830078,83.72953033447266,85.98234558105469,2000-03-24
85.98234558105469,87.18384552001953,85.4566879272461,86.58309173583984,2000-03-27
86.58309173583984,86.65818786621094,84.85594177246094,85.4566879272461,2000-03-28
85.4566879272461,87.03365325927734,85.15631103515625,86.65818786621094,2000-03-29
86.65818786621094,88.31024932861328,85.9072494506836,86.3578109741211,2000-03-30
86.3578109741211,86.95856475830078,84.4053726196289,84.4053726196289,2000-03-31
84.4053726196289,86.3578109741211,84.33028411865234,86.20762634277344,2000-04-03
86.20762634277344,89.06118774414062,81.55181121826172,84.9310302734375,2000-04-04
84.9310302734375,86.73328399658203,82.90350341796875,83.1287841796875,2000-04-05
83.65443420410156,86.43290710449219,83.65443420410156,85.23140716552734,2000-04-06
84.9310302734375,84.9310302734375,81.55181121826172,81.62690734863281,2000-04-07
81.62690734863281,82.45293426513672,79.97484588623047,81.32653045654297,2000-04-10
81.32653045654297,84.5555648803711,80.87596893310547,84.5555648803711,2000-04-11
84.5555648803711,85.60687255859375,83.87972259521484,84.48046875,2000-04-12
84.48046875,84.70574951171875,82.97859191894531,83.87972259521484,2000-04-13
83.72953033447266,83.72953033447266,79.29900360107422,81.17634582519531,2000-04-14
80.95106506347656,80.95106506347656,77.04618835449219,77.64693450927734,2000-04-17
77.64693450927734,78.09750366210938,74.49299621582031,75.24393463134766,2000-04-18
75.39412689208984,77.94731140136719,75.39412689208984,75.5443115234375,2000-04-19
76.4454345703125,78.69824981689453,76.4454345703125,78.17259216308594,2000-04-20
78.17259216308594,79.29900360107422,77.04618835449219,77.94731140136719,2000-04-24
77.94731140136719,82.30274963378906,77.34656524658203,82.30274963378906,2000-04-25
82.1525650024414,82.1525650024414,78.39787292480469,78.84843444824219,2000-04-26
78.84843444824219,79.14881134033203,77.04618835449219,78.39787292480469,2000-04-27
78.39787292480469,79.29900360107422,77.34656524658203,77.94731140136719,2000-04-28
77.94731140136719,77.94731140136719,75.69450378417969,76.22015380859375,2000-05-01
76.22015380859375,77.94731140136719,75.24393463134766,77.64693450927734,2000-05-02
77.64693450927734,78.09750366210938,75.09375,76.4454345703125,2000-05-03
77.19637298583984,79.22390747070312,77.19637298583984,77.64693450927734,2000-05-04
77.64693450927734,80.04993438720703,76.59562683105469,80.04993438720703,2000-05-05
80.04993438720703,80.87596893310547,79.14881134033203,79.44918823242188,2000-05-08
